"episode_id","shot","start","end","purpose","action","camera","ai_source_layer","deterministic_overlay","storyboard_reuse_status","asset_status","high_risk","high_risk_reason","candidate_minimum","formal_filename","candidate_a_filename","candidate_b_filename","character_reference","approval_state","actual_formal_path","actual_formal_sha256","actual_width","actual_height","actual_preview_path","actual_preview_sha256","actual_candidate_file_count","actual_independent_candidate_count","candidate_contract_status","layer_separation_status","per_shot_qa_status","residual_visual_risk","source_inventory_path","source_episode_qa_path","actual_status"
"HC20260810-003","S05","19.50","25.00","观察下午安排","家中人物把高要求事项移到后面，先整理轻便物品","客厅广角固定，后期事项块移动","人物只整理一件轻便物品","后期确定性叠加：先排平稳的事","new","new","no","","1","HC20260810-003-v01-S05-firstframe.png","HC20260810-003-v01-S05-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/HC20260810-003-v01-S05-firstframe.png","802b42cc210425d087f335882ea36a37f8a26e2281304e26ccd208dc4105e960","1080","1920","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/storyboard_with_copy/HC20260810-003-v01-S05-storyboard-with-copy.png","bada98eab839cebeccdfef79840c41d68978c7ca7b3365fb3321c071b4964145","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-003/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-003","S06","25.00","30.50","最小尝试","下一餐人物先盛较少份量并把勺放下","餐盘俯拍转手部侧近景","人物完成盛一次并放勺","后期确定性叠加：吃完再决定是否添加","new","new","yes","手+餐+盘+勺","2","HC20260810-003-v01-S06-firstframe.png","HC20260810-003-v01-S06-candidate-a.png","HC20260810-003-v01-S06-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/HC20260810-003-v01-S06-firstframe.png","62d9fee71a209ce1cea3e39061749507a0c296454589c7f4a294f18b3e859ee2","1080","1920","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/storyboard_with_copy/HC20260810-003-v01-S06-storyboard-with-copy.png","e9a95df4da1242768b6ab0c06c6a1cc1a68a2101f212345708179b372c899e3e","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-003/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-003","S07","30.50","36.00","份量边界","餐盘旁没有克数，只有后期开放式份量轮廓","无相机运动","无AI动态源；确定性餐盘轮廓板","后期确定性叠加：不设统一份量","deterministic-board","deterministic-board","yes","餐+盘","2","HC20260810-003-v01-S07-firstframe.png","HC20260810-003-v01-S07-candidate-a.png","HC20260810-003-v01-S07-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/HC20260810-003-v01-S07-firstframe.png","4b00b7752cae6bd2d3e9b8b921148a8e74e17642b7691894bea50460b5b80515","1080","1920","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/storyboard_with_copy/HC20260810-003-v01-S07-storyboard-with-copy.png","7654749d1cfa8fb0f75d64b6cb19795da32ab52d81fac972ec3196075937163b","5","5","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","REMEDIATED-2026-08-14: deterministic open-C place-setting board with chopsticks/spoon; graph/gauge risk removed; board is not Grok input.","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-003/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-003","S08","36.00","41.80","不做补偿","下一餐人物照常坐到餐桌前","门口中远景，人物入画后停","人物走到座位并坐下","后期确定性叠加：下一餐照常安排","safe-reuse","new","yes","餐","2","HC20260810-003-v01-S08-firstframe.png","HC20260810-003-v01-S08-candidate-a.png","HC20260810-003-v01-S08-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/HC20260810-003-v01-S08-firstframe.png","aaaca833b87a55a4c4f8086ded09f959fa0e2730f07c8ccad4912d81eb976217","1080","1920","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/storyboard_with_copy/HC20260810-003-v01-S08-storyboard-with-copy.png","6236ec8d1c9a42528f991a9f8035a4005fcfa95bda23f531a682aa06fc0cade4","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-003/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-003","S09","41.80","48.00","停止条件","人物放下餐具并起身离开餐桌","侧面全身中景，短跟半步","人物放下餐具后起身","后期确定性叠加：持续不舒服 / 停止自行调整","new","new","yes","餐+餐具","2","HC20260810-003-v01-S09-firstframe.png","HC20260810-003-v01-S09-candidate-a.png","HC20260810-003-v01-S09-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/HC20260810-003-v01-S09-firstframe.png","bff8a986fb10938fe4f58d16c29ddc13e1d8ff6e92e3883da0cad3f99f4ec611","1080","1920","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/storyboard_with_copy/HC20260810-003-v01-S09-storyboard-with-copy.png","b4d0285c7d8c1c95d19a9f8d3088f5ff86e015aadcc811736109b4ade5eff761","3","3","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-003/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-003","S10","48.00","55.00","备忘结束","深青绿卡片托住浅桃色餐盘轮廓","无相机运动","无AI动态源；确定性结束板","后期确定性叠加：稳住节奏 / 留作备忘","deterministic-board","deterministic-board","yes","餐+盘","2","HC20260810-003-v01-S10-firstframe.png","HC20260810-003-v01-S10-candidate-a.png","HC20260810-003-v01-S10-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/HC20260810-003-v01-S10-firstframe.png","c2a5f88d4c681ebf5a373561823705b7109c68faaf63374686c1bbcd91ee1f47","1080","1920","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/storyboard_with_copy/HC20260810-003-v01-S10-storyboard-with-copy.png","d7dba187c5919be0bf3778db1f849607bf150fc2e41ce02cbeeaccbe5d9d852e","3","3","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-003/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-003/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S01","00.00","04.00","七天观察钩子","七块日光色板铺开，其中坐姿与步行剪影交替","无相机运动，节奏式确定性铺陈","无AI动态源；七块无字色板与剪影","后期确定性叠加：七天饭后 / 坐走两种安排","deterministic-board","deterministic-board","yes","cover","2","HC20260810-004-v01-S01-firstframe.png","HC20260810-004-v01-S01-candidate-a.png","HC20260810-004-v01-S01-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S01-firstframe.png","18c8c7da776a75dacc1329f2bd40a489d95ae29ddf480fc51c0f1afe1d8c984f","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S01-storyboard-with-copy.png","ab4bcff1240588b4451c6778e9cc07f6fcc20b97237067c08f6b8c25f3cfde8c","3","3","PASS","PASS-separated","local-mechanical-pass;candidate-pass;semantic-repair-closed;pending-independent-final-review","CLOSED-2026-08-14: deterministic C replaces ambiguous seven-glyph board; seated/walking alternation is readable at original resolution and 25% review; old 0035cdf5 formal archived only.","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S02","04.00","09.20","定义观察窗","社区步道全景与长椅同框","24mm环境广角，极慢推入","无人环境动态源：树影轻动","后期确定性叠加：七天只是生活观察","new","new","no","","1","HC20260810-004-v01-S02-firstframe.png","HC20260810-004-v01-S02-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S02-firstframe.png","e9d089b1b5e08b59efeccfae05c3d98f28620d8d01690a9c5216a1614368f45d","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S02-storyboard-with-copy.png","07a3b4199d58f4ac89dd821188b1a90a65b19ccdafb9c60d241c772b7f8731df","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S03","09.20","14.90","安排坐走日","同一人物一天坐长椅、另一天从长椅起步","匹配构图硬切，不做分屏人物融合","两条独立动态源：坐姿呼吸；起身一步","后期确定性叠加：日程允许时分别观察","new","new","no","","1","HC20260810-004-v01-S03-firstframe.png","HC20260810-004-v01-S03-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S03-firstframe.png","950757e90a34ee63a3377b026dacd0d2d2bc28120f75c4adb0b31cdbc6815cee","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S03-storyboard-with-copy.png","65d61981099807d3d04e75ac7e6dc448ee34027edabd5d1bae82b8bf44b4afee","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S04","14.90","20.20","记录坐着时段","人物在长椅安静坐着，手里没有记录物","侧面全身远景固定","人物只保持自然坐姿与呼吸","后期确定性叠加：连续坐着的大致时段","safe-reuse","new","yes","手","2","HC20260810-004-v01-S04-firstframe.png","HC20260810-004-v01-S04-candidate-a.png","HC20260810-004-v01-S04-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S04-firstframe.png","a4acd32ca95071875366d6ad082221ad41e8f1e949301a4b78b1d7df33034d1b","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S04-storyboard-with-copy.png","a23ccdc040437cf592feb68c86f578d99f9ca343af1e19372ef15c2f59483fab","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S05","20.20","25.00","确认路线","人物站在平坦步道入口观察路面","低机位广角，轻微前移","人物只转头确认路线","后期确定性叠加：平坦 / 方便 / 安全","new","new","no","","1","HC20260810-004-v01-S05-firstframe.png","HC20260810-004-v01-S05-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S05-firstframe.png","9b6be7190d64657d80b949214bc827c0ad2d39c43286cd2f99be5fabd2a7351e","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S05-storyboard-with-copy.png","f833282938c0283ee0f99fb2fef9994a9d8ccc99db7c6e21420997b0bf854c02","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S06","25.00","30.30","记录三种感受","人物轻松走动，步幅自然","平行侧跟中远景，速度恒定","人物连续走三步；方向不反转","后期确定性叠加：舒适 / 困意 / 做事感觉","new","new","no","","1","HC20260810-004-v01-S06-firstframe.png","HC20260810-004-v01-S06-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S06-firstframe.png","36fd7218d48a35b33f354e7c07c0ec42c3597113ad21cb27aa84006ed3dfaa96","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S06-storyboard-with-copy.png","c662f7bfe360ca29ba28bfbe8fbdfc37456d22938f023a0c19e3e79de2ba23f8","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S07","30.30","35.60","今天的最小记录","人物到步道出口停下，点按黑屏手机一个空位","越肩中近景，手机不生成界面","人物停步后单次点按","后期确定性叠加：今天只记录一种安排","new","new","yes","手+手机","2","HC20260810-004-v01-S07-firstframe.png","HC20260810-004-v01-S07-candidate-a.png","HC20260810-004-v01-S07-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S07-firstframe.png","86f018f359ac4fb07d47a191a92ed1774f06e6803c34c31b261a0c5768d8958a","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S07-storyboard-with-copy.png","5a682a40a1733dedf4d4efca833429ebbe722629047e5911a012c1f47dc7731b","3","3","PASS","PASS-separated","local-mechanical-pass;candidate-pass;phone-repair-closed;pending-independent-final-review","CLOSED-2026-08-14: prior short/wrong-angle phone archived; current C passes screen~2.17 and outer~2.13-2.17 with blank uniform screen, four complete corners, finger clear.","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S08","35.60","41.00","结果差异","坐后与走后两张人物验收帧上下排列","无相机运动","无AI动态源；确定性对照板","后期确定性叠加：不预设哪种更舒服","deterministic-board","deterministic-board","no","","1","HC20260810-004-v01-S08-firstframe.png","HC20260810-004-v01-S08-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S08-firstframe.png","62165c540f63c02a5ee6803b0fc08c3be195e274d003dace014cc165969ca24e","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S08-storyboard-with-copy.png","9318ea1072a05018ebf21d5c29bf1664b2c2628bed091234613610fcdcb4b933","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S09","41.00","47.20","场地边界","湿滑路面前人物停下并转向安全路段","脚步全景转侧面中景","人物停步并转向一次","后期确定性叠加：不舒服就停 / 不在湿滑处做","new","new","no","","1","HC20260810-004-v01-S09-firstframe.png","HC20260810-004-v01-S09-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S09-firstframe.png","87181d1586621c93b031fe4542c99056a2b6eeee2f8234bfac41498d68765705","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S09-storyboard-with-copy.png","c526b7c7762129f50c971c7b2f22e69347d41c9051801bfa353cb61b0ca4d01c","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-004","S10","47.20","54.00","七天边界","七块色板保留一块例外色，结束在暖米白底","无相机运动","无AI动态源；确定性结束板","后期确定性叠加：七天不是阈值 / 保留例外","deterministic-board","deterministic-board","no","","1","HC20260810-004-v01-S10-firstframe.png","HC20260810-004-v01-S10-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S10-firstframe.png","6729c508cf00d90ab3434f3770fb18da72160abd5c38941ea0cfdf2883e7b608","1080","1920","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/storyboard_with_copy/HC20260810-004-v01-S10-storyboard-with-copy.png","7e1c3e0d3e8002807cc15cfa71b2588e310db898d92d1e95571c0b74a2cf6319","1","1","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-004/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S01","00.00","04.00","执行失败钩子","人物面对办公屏幕，三张后期任务块挤在一起","正面中景快速推近后停","人物抬手又放下，屏幕保持纯色","后期确定性叠加：计划太满 / 还没开始","new","new","yes","cover+手+屏幕","2","HC20260810-005-v01-S01-firstframe.png","HC20260810-005-v01-S01-candidate-a.png","HC20260810-005-v01-S01-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S01-firstframe.png","3d7f949c8f6dd935d001dc3be011b64da797203f64f8acd03cd57e6a64150a93","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S01-review.png","c913f406340f4d4fb60b3801d542f4e98fc2fbb160e06b306a429f855c939af7","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S02","04.00","09.20","缩小动作","后期任务块收成一个，人物离开键盘","顶视办公桌，确定性图形收拢","人物手离开键盘；图形全部后期","后期确定性叠加：只留一次短暂停顿","new","new","yes","手+盘+键盘","2","HC20260810-005-v01-S02-firstframe.png","HC20260810-005-v01-S02-candidate-a.png","HC20260810-005-v01-S02-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S02-firstframe.png","03fb5eb2ad52001e9bbe4f0c675bc9011a063522f3c3f69e78f4ff2d67071739","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S02-review.png","9ed9d442abffabb317549bb5447eeaaeab2082f1e7164dff5a9e830608cc8ee5","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S03","09.20","14.50","观察之前","人物看向屏幕旁的环境光，回想持续时段","三分之二侧脸近景固定","人物只转眼一次","后期确定性叠加：卡住前做什么 / 多久","new","new","yes","屏幕","2","HC20260810-005-v01-S03-firstframe.png","HC20260810-005-v01-S03-candidate-a.png","HC20260810-005-v01-S03-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S03-firstframe.png","84ee0f278cccf95a7107f377b4570a93b17a3122e0af18f36339d235099d3dc0","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S03-review.png","680c4211913027e59bc1352261f54fe01a27d1f9be15256598295afabc5a9a40","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S04","14.50","19.80","三选一而非全做","离开屏幕、换姿势、看远处三张无人物板依次出现","无相机运动，三板硬切","无AI动态源；三个无字生活剪影板","后期确定性叠加：三件里只选一件","deterministic-board","deterministic-board","yes","屏幕","2","HC20260810-005-v01-S04-firstframe.png","HC20260810-005-v01-S04-candidate-a.png","HC20260810-005-v01-S04-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S04-firstframe.png","fb72921c5eea6358eef40cf5c804dbb71ccce56c5fcbf889edbd7313115c57e0","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S04-review.png","c347adff814e3688539c65a272f55825ee56451b0e67e7c40e267259c1a6100b","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S05","19.80","25.20","系统计时","人物点亮手机系统计时占位后放下","越肩手机近景，屏幕纯色","人物一次点按；系统计时由后期制作","后期确定性叠加：三分钟编辑计时","new","new","yes","手+手机+屏幕","2","HC20260810-005-v01-S05-firstframe.png","HC20260810-005-v01-S05-candidate-a.png","HC20260810-005-v01-S05-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S05-firstframe.png","860a17d37988a369a3ea14a15ef48741f5f99ff2c2ef7cd89dc6baf9b5a6660b","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S05-review.png","aa94ceb1ce25ef8df7ab131202eaafd627000dbced5be79e8a7f4b31f2f06d53","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S06","25.20","30.70","执行选中动作","人物离开屏幕，站到窗边只看远处","办公位广角转窗边侧面中景","人物起身走两步后看向远处","后期确定性叠加：计时内只做选中的一件","new","new","yes","屏幕","2","HC20260810-005-v01-S06-firstframe.png","HC20260810-005-v01-S06-candidate-a.png","HC20260810-005-v01-S06-candidate-b.png","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S06-firstframe.png","fb03a5f41501a74ba483a4fcef03f51e18f46dd615fc605e4bd03dcf37838af7","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S06-review.png","a60f5bb890ffa400cfc11464303666664cee89504649727f07319169b89eb918","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S07","30.70","36.20","回来感受","人物回到普通办公位，落座后停顿感受","侧面全身中景，落座后镜头固定","人物回座并停顿一次","后期确定性叠加：回来后的清醒感受","new","new","no","","1","HC20260810-005-v01-S07-firstframe.png","HC20260810-005-v01-S07-candidate-a.png","","character-reference-v01.png","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S07-firstframe.png","5349c0e0599b1c7d25847fb4c1951bbcdd7602cce3d466e03b3518b532cb5397","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S07-review.png","eac5d44d24ef2ceda90ba491d04445d82ebfa79bf0713a4ed3ed870e42fd1852","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S08","36.20","41.80","下一步分支与计时边界","三个中性色块在确定性信息板上分开出现","无相机运动","无AI动态源；确定性三分支信息板","后期确定性叠加：继续 / 延长休息 / 换低要求任务；三分钟不是恢复公式","deterministic-board","deterministic-board","no","","1","HC20260810-005-v01-S08-firstframe.png","HC20260810-005-v01-S08-candidate-a.png","","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S08-firstframe.png","b814961c498764a3f97e78195e802cd56c7527b3646e742ea6fc8b72886636a9","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S08-review.png","b24a31cd053e3ea9d5012b388905e74add99401806a3b43a4cc6d5152c7f61d7","3","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
"HC20260810-005","S09","41.80","48.80","安全暂停","普通办公桌上的车钥匙保持不动，后期中性暂停图形进入","办公桌静物近景固定","无AI人物动态源；普通办公桌与车钥匙验收帧","后期确定性叠加：仍难以清醒 / 暂停后续安排","deterministic-board","deterministic-board","yes","钥匙+车钥匙","2","HC20260810-005-v01-S09-firstframe.png","HC20260810-005-v01-S09-candidate-a.png","HC20260810-005-v01-S09-candidate-b.png","not-applicable","matrix-locked-pending-generation","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S09-firstframe.png","7352ac291770cdf923c8562ef3ad5cf5375263f2ac2dc85239c3795f95b7e584","1080","1920","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/storyboard_with_copy/HC20260810-005-v01-S09-review.png","0945974ea90b6fb1e5a8a0c76e1cfa7a238ddfabe52065d1d79e5751e676f885","2","2","PASS","PASS-separated","local-mechanical-pass;candidate-pass;pending-independent-final-review","","09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/asset-inventory-v01.csv","09_泛健康日更/work/HC20260810-005/production/v01/05_qa/first-frame-qa-v01.md","verified-current-disk"
